Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Contact Information,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit
Zudio,India,Maharashtra,Goa,Women,Tops,19,401117,Rented,27-02-2024,1100,Mary Fletcher,M5,"793 Brown Cape Lake Jenniferhaven, GA 72921",(316)131-9417,10 AM - 7 PM,16,Available,Alarm,48502,28-04-2024,April,323795,Steven Perez,791,2949,2,2359.2
Zudio,India,Rajasthan,Solapur,Kids,Jeans,61,422324,Rented,08-07-2024,1400,Cindy Warren,M36,"4699 Patrick Estate Edwardschester, IN 29473",+1-087-531-0367x617,10 AM - 7 PM,16,Not Available,Alarm,26575,06-09-2024,September,900744,Daniel Williams,969,1204,6,2889.6
Zudio,India,Gujarat,Bhopal,Women,T-shirts,74,436937,Rented,13-10-2024,950,Kelly Johnston,M88,"0196 Alexandra Stream Apt. 662 Alishamouth, WV 71685",163-005-6566x451,9 AM - 8 PM,4,Available,CCTV,48513,17-10-2024,October,101086,Gary Nguyen,690,2510,5,5020
Zudio,India,West Bengal,Noida,Men,Jackets,70,413681,Rented,17-09-2021,1100,Stephen Bryan,M50,"35529 Johnson Prairie Port Dawn, OK 59632",001-735-571-8855,9 AM - 8 PM,10,Not Available,None,69134,10-06-2024,June,964651,Christopher Riley,991,711,7,1990.8
Zudio,India,Rajasthan,Vadodara,Women,Jeans,17,438760,Rented,06-02-2021,1100,Jeremy Silva,M19,"17356 Michael Mountains Suite 072 Christineside, SD 97381",+1-912-722-0658x861,10 AM - 7 PM,13,Available,CCTV,81907,07-10-2024,October,987404,Mary Jackson,873,2115,1,846
Zudio,India,Delhi,Noida,Kids,Sweaters,88,431066,Rented,16-03-2021,1400,Crystal Cortez,M88,"PSC 8847, Box 5617 APO AA 94642",047.584.3140x928,10 AM - 9 PM,4,Not Available,None,93276,27-07-2024,July,547724,Cheryl Cain,921,692,6,1660.8
Zudio,India,West Bengal,Noida,Men,Jackets,28,402511,Rented,23-12-2021,1400,Corey Lowe,M82,"543 Stevens Cliff Lake Andrew, GA 71168",(531)669-5968x78382,11 AM - 8 PM,19,Not Available,CCTV,18264,04-04-2024,April,918054,Timothy Obrien,450,1477,2,1181.6
Zudio,India,Rajasthan,Agra,Women,Pants,20,431573,Owned,24-07-2024,1100,Zachary Cooper,M25,Unit 6171 Box 6111 DPO AE 20860,(839)990-5829,11 AM - 8 PM,5,Available,"CCTV, Alarm",56654,23-03-2024,March,621103,Joan Diaz,952,2280,6,5472
Zudio,India,Tamil Nadu,Mumbai,Women,Tops,92,437674,Owned,20-08-2022,1100,Robert Riley,M45,"473 Rosario Trail Suite 823 New Jamesville, LA 25733",+1-926-789-0860x37208,10 AM - 9 PM,6,Not Available,None,74718,19-04-2024,April,658861,Michelle Smith,628,853,5,1706
Zudio,India,Karnataka,Kolhapur,Women,Shoes,98,421667,Rented,04-06-2021,800,Ashley Orozco,M64,"98194 Schroeder Meadows Suite 132 Sharpside, OH 03385",+1-916-861-0146x1862,9 AM - 8 PM,19,Not Available,None,94100,09-05-2024,May,154337,Juan Short,993,963,3,1155.6
Zudio,India,Delhi,Chhattisgarh,Kids,Shirts,92,435294,Owned,02-09-2020,800,Jade Mitchell,M4,"2939 Frederick Pike South Corey, NY 45435",+1-787-410-6251x102,9 AM - 8 PM,15,Available,None,66785,28-07-2024,July,756008,Gary Evans,941,1861,8,5955.2
Zudio,India,West Bengal,Kanpur,Women,T-shirts,5,418136,Rented,15-02-2021,800,Linda Berry,M40,"459 Martinez Ville Suite 200 Lake Jamesberg, FL 40578",411-240-9064,10 AM - 9 PM,18,Available,None,23438,05-02-2024,February,219030,Nicholas Young,290,675,2,540
Zudio,India,Tamil Nadu,Ahmedabad,Men,Jackets,68,436936,Rented,15-01-2023,1400,Shaun Wood,M54,"7027 Mary Wells Suite 911 Lake Loretta, ND 07419",+1-284-901-2242x84592,10 AM - 7 PM,6,Available,Alarm,20609,30-09-2024,September,381163,Megan Fitzgerald,632,2468,7,6910.4
Zudio,India,Karnataka,Chandigarh,Kids,T-shirts,99,421426,Rented,30-04-2024,1400,Lauren Cain,M2,"PSC 1633, Box 7522 APO AP 50817",(670)787-2483x587,9 AM - 8 PM,18,Not Available,Alarm,23414,11-06-2024,June,601183,Patrick Tyler,220,1627,1,650.8
Zudio,India,Karnataka,Nashik,Men,Skirts,48,405007,Rented,03-04-2021,1300,Terri Thomas,M54,"6097 Rivera Heights Maryborough, CT 03035",(532)640-1063x02407,10 AM - 7 PM,4,Available,Alarm,19117,22-01-2024,January,242450,Sandra Carpenter,455,1997,4,3195.2
Zudio,India,Delhi,Rajkot,Women,Tops,63,400839,Rented,14-02-2024,950,Frank Patterson,M68,"22986 Walker Pike Paulbury, NH 70327",(479)764-5154x6066,11 AM - 8 PM,5,Available,None,87203,19-01-2024,January,316117,Alexander Shannon,776,1877,8,6006.4
Zudio,India,Delhi,Patna,Men,Dresses,93,413033,Owned,12-08-2020,1400,Erica Daniels,M16,"0195 Brady Pass Riddleberg, KS 86362",(674)084-4144x6564,9 AM - 8 PM,8,Available,Alarm,98422,28-03-2024,March,234376,Daniel Ford,884,2350,1,940
Zudio,India,Gujarat,Pondicherry,Women,Pants,23,411413,Owned,04-11-2020,1000,Natalie Smith,M90,USS Ross FPO AP 48838,6276567564,11 AM - 8 PM,8,Not Available,Alarm,86226,23-08-2024,August,388983,William Rosario,965,2819,5,5638
Zudio,India,Delhi,Madurai,Women,Jackets,11,428646,Rented,28-07-2020,1300,Breanna Monroe,M62,"57041 Fields Key Alanstad, MA 64865",+1-508-638-2354x5341,11 AM - 8 PM,8,Not Available,CCTV,17677,17-05-2024,May,285876,Stacie Roach,726,2382,3,2858.4
Zudio,India,Tamil Nadu,Indore,Kids,Pants,23,412193,Rented,17-03-2020,1100,Sandra Haas MD,M35,"1284 Owens Cliffs Apt. 615 Lake Shari, DE 06492",001-263-088-0065x817,10 AM - 7 PM,5,Available,CCTV,59429,03-01-2024,January,543689,Rickey Davenport,823,2547,7,7131.6
Zudio,India,Rajasthan,Hyderabad,Men,Shoes,72,424100,Owned,09-01-2023,1000,Annette Hartman,M90,"297 Patricia Spurs Maryland, MI 02749",+1-984-677-6110x139,10 AM - 9 PM,7,Available,None,22374,28-05-2024,May,289498,Tyrone Franco,394,1590,1,636
Zudio,India,West Bengal,New Delhi,Women,Hoodies,30,412337,Rented,21-06-2024,1000,Lee Howe MD,M68,"8220 Stewart Harbor Apt. 325 East Angel, KY 19548",001-637-081-3894x9838,9 AM - 8 PM,12,Available,"CCTV, Alarm",76621,05-06-2024,June,498888,Joseph Salas,865,2233,5,4466
Zudio,India,Uttar Pradesh,Surat,Women,Shoes,53,439212,Owned,19-08-2022,1200,April Barr,M10,"423 Coleman Tunnel Apt. 966 Bryanborough, AZ 29930",+1-979-587-3625x55985,10 AM - 7 PM,13,Available,CCTV,72421,19-02-2024,February,655564,Robert Dominguez,410,2623,1,1049.2
Zudio,India,Delhi,Noida,Women,Shoes,64,423729,Owned,27-02-2022,800,Barry White,M11,"802 James Shore Gordonchester, RI 03878",7266241769,10 AM - 9 PM,12,Not Available,"CCTV, Alarm",27032,31-03-2024,March,151932,Thomas Shaw,572,2080,8,6656
Zudio,India,Delhi,Rajkot,Men,Jackets,22,437607,Owned,08-02-2021,800,David Cole,M37,"3242 Mcguire Mission Suite 700 Bookerfort, KS 71815",811.982.2283,11 AM - 8 PM,11,Not Available,None,37902,03-05-2024,May,436070,Megan Bishop,796,1569,5,3138
Zudio,India,Karnataka,Meerut,Kids,Shoes,72,410235,Rented,12-11-2020,1400,Andrew Richardson,M98,"437 Linda Skyway Suite 693 West Joan, WA 15160",001-597-109-6666x11163,10 AM - 9 PM,15,Available,"CCTV, Alarm",95904,22-03-2024,March,362565,Justin Hernandez,569,2119,3,2542.8
Zudio,India,Uttar Pradesh,Madurai,Men,Shoes,33,411777,Rented,15-01-2022,1300,Justin Grant,M50,"34863 Allen Junctions South Andrewland, NM 26458",8142352985,10 AM - 7 PM,15,Not Available,None,51236,10-05-2024,May,685543,Christina Burns DDS,952,548,1,219.2
Zudio,India,Gujarat,Pune,Kids,Tops,92,403213,Rented,04-12-2022,1400,David Johnson,M81,"09987 Scott Springs Apt. 314 South Angelica, WI 81019",527.362.8922x2043,10 AM - 9 PM,12,Available,None,23446,30-10-2024,October,131502,Olivia Young,293,2329,7,6521.2
Zudio,India,Uttar Pradesh,Jammu,Women,T-shirts,22,403928,Rented,23-11-2021,800,Tabitha Parks,M86,USCGC Martin FPO AP 54136,719-287-5000,11 AM - 8 PM,20,Not Available,Alarm,41952,11-05-2024,May,284536,Lisa Hudson,734,1237,2,989.6
Zudio,India,Gujarat,Solapur,Men,Dresses,52,436665,Owned,24-01-2023,1400,Kelly Salazar,M75,"1464 Rachel Harbor Apt. 687 North Rebeccaview, NM 94983",8375733060,10 AM - 9 PM,10,Not Available,None,10055,21-11-2024,November,500708,Cynthia Jimenez,304,2891,2,2312.8
Zudio,India,Delhi,Nashik,Men,Skirts,75,422382,Rented,11-06-2024,950,Jonathan Murray,M87,"02374 Lisa Spurs East Jacob, NM 35760",5516425178,11 AM - 8 PM,4,Not Available,None,34730,28-09-2024,September,551962,Nathaniel Schultz,660,831,5,1662
Zudio,India,Uttar Pradesh,Madurai,Women,Sweaters,71,403794,Owned,23-02-2021,800,Brittany White,M48,"54600 King Mountains Port Sarahville, FL 46155",060-009-4276,10 AM - 7 PM,20,Not Available,None,27654,31-08-2024,August,406565,Angela Strickland,615,1934,8,6188.8
Zudio,India,Uttar Pradesh,Ahmedabad,Women,Skirts,90,431949,Owned,23-08-2020,1100,David Aguilar,M74,"29697 Ryan Land Suite 785 New Ralph, NY 69317",820.812.2521x9199,9 AM - 8 PM,4,Available,CCTV,91839,27-08-2024,August,555242,Johnny Obrien,918,2362,6,5668.8
Zudio,India,Gujarat,Ranchi,Men,T-shirts,49,404639,Owned,08-07-2022,1400,Samuel Barnes,M20,Unit 1845 Box 0870 DPO AP 85721,9493824435,11 AM - 8 PM,17,Available,None,61895,27-10-2024,October,564548,Tyler Murphy,435,858,4,1372.8
Zudio,India,Tamil Nadu,Bhopal,Kids,T-shirts,45,409208,Rented,30-06-2021,1300,David Davidson,M34,"65804 Ian Burg Thomasville, VT 48885",(836)490-5925,11 AM - 8 PM,15,Available,None,41902,23-07-2024,July,990221,Anthony Clark,691,2953,4,4724.8
Zudio,India,Tamil Nadu,Faridabad,Kids,Dresses,18,411506,Rented,09-03-2024,1300,Janet Young,M11,"5027 Smith Cliff North Jimmyhaven, WI 98315",(690)323-4227x158,9 AM - 8 PM,7,Available,Alarm,11225,23-11-2024,November,649530,Nicholas Arias,791,929,2,743.2
Zudio,India,Tamil Nadu,Mysuru,Men,T-shirts,37,416816,Owned,14-05-2024,1200,Charles Pierce,M23,"7227 Pennington Pines North Sydney, NE 25083",781.394.9889x224,9 AM - 8 PM,17,Available,CCTV,94962,23-05-2024,May,638334,Daniel Fuller,943,1018,4,1628.8
Zudio,India,Tamil Nadu,Bengaluru,Women,Sweaters,76,409111,Owned,28-03-2023,950,Morgan Deleon,M76,"80095 Gabriel Course West Patrickton, MO 15505",001-250-480-9428x967,10 AM - 9 PM,4,Not Available,Alarm,68625,18-05-2024,May,324306,Dennis Murphy,817,676,3,811.2
Zudio,India,Rajasthan,Surat,Women,Dresses,38,430487,Owned,27-02-2022,1000,Olivia Bryan,M50,"910 James Center North Lanceshire, TX 05927",5146737593,10 AM - 9 PM,18,Not Available,None,66223,05-11-2024,November,267586,Dr. Adam Anderson,764,2266,2,1812.8
Zudio,India,Karnataka,Bhopal,Men,Pants,73,409035,Owned,03-02-2022,800,Casey Moore,M75,"187 Jennings Heights Suite 591 Lake Patrickmouth, GA 34581",672.603.5108x331,11 AM - 8 PM,14,Not Available,CCTV,70788,02-07-2024,July,588493,Beth Edwards,397,559,4,894.4
Zudio,India,Gujarat,Chandigarh,Kids,Pants,85,405686,Owned,07-04-2021,1200,Donald Serrano,M43,"50374 James Corners Suite 230 New Roberto, ME 66539",(968)897-7838,10 AM - 7 PM,15,Not Available,CCTV,25877,06-04-2024,April,820004,Lindsay Kelley,704,759,4,1214.4
Zudio,India,Karnataka,Chhattisgarh,Women,Sweaters,60,410724,Rented,11-05-2021,1300,Dr. Monica Parks,M14,"767 Welch Mall Suite 086 East Antonio, RI 27265",(343)159-1684x30506,9 AM - 8 PM,14,Not Available,CCTV,73734,05-04-2024,April,500573,Randy Humphrey,314,651,4,1041.6
Zudio,India,Maharashtra,Varanasi,Men,Pants,21,434475,Rented,21-11-2023,800,Daniel Larsen,M47,"1083 John Trace Kimside, AZ 44233",548.987.6925x71850,10 AM - 7 PM,5,Available,"CCTV, Alarm",30259,03-04-2024,April,398387,Melissa Livingston,495,2152,5,4304
Zudio,India,Rajasthan,Jammu,Men,Sweaters,42,406878,Rented,13-07-2023,1000,Edward Gonzalez,M59,"5565 Catherine Shoals South Johnmouth, WY 70519",9605581149,10 AM - 9 PM,3,Available,None,45480,25-08-2024,August,778983,Jessica Parker,284,976,6,2342.4
Zudio,India,Gujarat,Ahmedabad,Women,Skirts,82,431763,Rented,22-08-2020,1100,Thomas Mcdonald,M17,"136 Joseph Village Samuelchester, CO 92625",(509)536-6611x319,11 AM - 8 PM,14,Not Available,Alarm,24933,11-06-2024,June,534784,Lauren Brown,909,598,3,717.6
Zudio,India,Karnataka,Pondicherry,Kids,Sweaters,26,403560,Owned,04-11-2024,950,Richard Hernandez,M16,"07325 Crystal Wall Apt. 743 East Brittanyfort, DE 13987",955-949-7469x923,10 AM - 7 PM,11,Not Available,CCTV,76818,24-03-2024,March,544872,Andrew Hernandez,466,1166,7,3264.8
Zudio,India,West Bengal,Lucknow,Men,Shirts,56,426809,Owned,25-05-2020,1000,Daniel Combs,M90,"864 Wright Gateway Apt. 278 Nicholastown, NJ 33528",+1-733-536-1432x249,9 AM - 8 PM,18,Available,CCTV,92083,24-06-2024,June,738420,John Martin,975,1531,2,1224.8
Zudio,India,Rajasthan,Satara,Men,Hoodies,63,431132,Owned,27-02-2023,1100,Cindy Zhang,M96,"09378 Bullock Dam Jayland, RI 71387",622.255.0833,10 AM - 7 PM,12,Not Available,None,32633,12-03-2024,March,796757,Haley Ferrell,591,1201,1,480.4
Zudio,India,Rajasthan,Madurai,Women,Tops,8,415721,Rented,29-07-2020,1300,Kristin Lee,M42,"27713 Mary Port East Robert, ME 93720",294.439.1295x372,10 AM - 9 PM,15,Not Available,CCTV,50589,09-10-2024,October,248940,Elijah Allen,676,2565,3,3078
Zudio,India,Tamil Nadu,Pondicherry,Men,Jeans,63,405274,Owned,21-02-2023,800,Stephen Baker,M42,"488 Massey Station Johnton, MS 10645",298-654-0123,9 AM - 8 PM,20,Not Available,None,65395,30-03-2024,March,571758,Gregory Evans,822,2736,5,5472
Zudio,India,Delhi,Pune,Men,Pants,11,407535,Owned,07-08-2020,1300,Shelby Oneill,M34,"388 Johnson Trail Port Daniel, OH 73710",001-844-238-1164,10 AM - 7 PM,3,Not Available,None,14734,06-11-2024,November,144933,Connor Schaefer,687,2370,5,4740
Zudio,India,Uttar Pradesh,Chhattisgarh,Kids,Skirts,69,412292,Rented,21-11-2021,800,Kimberly Lewis,M96,"PSC 0579, Box 5232 APO AA 17923",(709)493-2491x14447,9 AM - 8 PM,18,Available,None,71038,09-09-2024,September,494081,Anita Reeves,813,1765,7,4942
Zudio,India,Uttar Pradesh,Thane,Women,Pants,79,423145,Owned,22-11-2020,1300,Rachel Blake,M23,"7414 Joy Skyway Suite 265 Curtisbury, DE 88559",659.269.8522x913,9 AM - 8 PM,11,Available,None,32776,24-06-2024,June,716353,Linda Hanna,459,1261,5,2522
Zudio,India,Rajasthan,Mysuru,Kids,Pants,79,405183,Rented,05-05-2021,1000,Terry Martinez,M46,"446 Charles Glens Kimberlyburgh, OH 53592",5373531905,11 AM - 8 PM,9,Not Available,Alarm,99799,10-07-2024,July,877590,Deborah Fleming,354,2881,4,4609.6
Zudio,India,Delhi,Aurangabad,Men,Skirts,18,411245,Owned,24-09-2020,800,Lisa Gregory,M2,"59628 Michael Route Apt. 089 Port James, IL 54971",001-922-275-7803x1965,10 AM - 7 PM,11,Available,"CCTV, Alarm",68055,12-11-2024,November,719258,Timothy Gilbert,451,1852,5,3704
Zudio,India,Maharashtra,Chennai,Kids,Jeans,82,409081,Owned,06-02-2022,1100,Donald Johnson,M26,"6488 Carroll Lock Zimmermanhaven, NV 15290",329-053-8493x6406,11 AM - 8 PM,17,Not Available,"CCTV, Alarm",97975,01-04-2024,April,494323,Bradley Hughes,646,2478,6,5947.2
Zudio,India,Maharashtra,New Delhi,Men,Shirts,6,432665,Rented,17-08-2020,1000,Andrew Davidson,M67,"54853 Smith Stream Maryburgh, CT 73986",450.696.7666,9 AM - 8 PM,3,Available,Alarm,53698,06-08-2024,August,240119,Isaac Alexander,456,2785,1,1114
Zudio,India,West Bengal,Mysuru,Women,Pants,53,405654,Rented,25-06-2023,1000,Lori Hardy,M68,"PSC 6021, Box 0502 APO AE 57556",267.698.6040x5013,10 AM - 7 PM,14,Not Available,Alarm,65904,14-08-2024,August,884360,Yesenia Thomas,871,1484,4,2374.4
Zudio,India,Uttar Pradesh,Noida,Kids,Dresses,24,412365,Owned,03-10-2020,1400,Joseph Gonzalez,M50,"044 Lori Pass Petersonshire, ME 80923",001-659-775-7428x469,11 AM - 8 PM,7,Available,Alarm,31472,07-09-2024,September,184808,Donald Graves,463,938,4,1500.8
Zudio,India,Uttar Pradesh,Patna,Kids,Shirts,40,405391,Rented,10-04-2023,1400,Bobby Cook,M23,Unit 8072 Box 6974 DPO AA 73770,565.614.3620x648,9 AM - 8 PM,12,Available,None,59483,03-04-2024,April,164008,Sarah Villarreal,895,670,5,1340
Zudio,India,Karnataka,Ranchi,Women,Jackets,75,439084,Rented,30-08-2021,950,Karen Ramos,M37,"PSC 7609, Box 3434 APO AP 54830",(117)849-3973x41188,9 AM - 8 PM,4,Available,Alarm,36934,15-02-2024,February,478660,Sarah Moreno,688,2889,7,8089.2
Zudio,India,Uttar Pradesh,Bengaluru,Men,Shirts,61,430201,Owned,27-02-2022,1300,Jessica Flores,M8,"6043 Nelson Station Suite 345 Lake Jennifer, MD 47244",001-324-275-6755x96423,10 AM - 7 PM,16,Not Available,"CCTV, Alarm",61496,15-05-2024,May,401855,James Simpson,780,2005,2,1604
Zudio,India,Uttar Pradesh,Aurangabad,Kids,Tops,70,425843,Owned,10-04-2021,1000,Robert Rivera,M63,"960 Mcgrath Crossroad Apt. 226 West Amandabury, OR 46520",001-888-243-4002x2573,11 AM - 8 PM,19,Not Available,"CCTV, Alarm",78376,31-05-2024,May,115280,Robert Williams,269,2430,8,7776
Zudio,India,Gujarat,Solapur,Kids,Jeans,85,436369,Owned,02-04-2021,800,Lisa Russell,M1,"29170 Robbins Gardens Suite 592 East David, VT 85975",115.587.9619x185,10 AM - 7 PM,9,Available,CCTV,70674,15-04-2024,April,396881,Monica Jones,372,1120,4,1792
Zudio,India,Delhi,Pune,Women,Dresses,90,427086,Owned,23-10-2024,1400,Matthew Blankenship,M42,"69253 Alyssa Lock Jessicashire, AL 94831",+1-831-007-3107x383,10 AM - 7 PM,12,Available,None,42286,08-09-2024,September,577612,Alicia Molina,833,2771,4,4433.6
Zudio,India,West Bengal,Noida,Men,Jeans,15,433830,Rented,05-11-2023,1200,Blake Aguirre,M74,"3997 Brenda Centers Suite 352 New Robin, VA 97949",638.629.2910,9 AM - 8 PM,19,Available,Alarm,10956,22-02-2024,February,360591,Courtney Freeman,712,2764,8,8844.8
Zudio,India,Gujarat,Bengaluru,Kids,T-shirts,14,408507,Owned,30-08-2021,1100,Sarah Rodriguez,M66,"11081 Austin Dam Rogersfort, AL 96866",(573)007-9814,10 AM - 9 PM,12,Available,CCTV,65593,28-07-2024,July,175151,Wendy Daniels,223,1442,1,576.8
Zudio,India,Tamil Nadu,Aurangabad,Kids,Dresses,42,426947,Rented,09-03-2020,1000,Elizabeth Kelly,M83,"308 Bradley Fords Suite 519 Jennifermouth, AR 01972",-6062,9 AM - 8 PM,9,Available,Alarm,52972,25-04-2024,April,620562,Robert Lopez,461,941,3,1129.2
Zudio,India,Karnataka,Mysuru,Kids,Jeans,2,403491,Rented,29-10-2023,1300,Elizabeth Lewis,M59,"8831 Watts Parkway Jimfurt, NV 02414",2626923242,10 AM - 9 PM,13,Not Available,"CCTV, Alarm",46039,11-08-2024,August,780857,Jennifer Evans,819,543,1,217.2
Zudio,India,Uttar Pradesh,Solapur,Men,Jeans,15,415639,Rented,13-07-2022,1000,Tiffany Robinson,M31,"75464 Emily Views Lyonsburgh, AK 17669",001-128-610-6564x736,10 AM - 7 PM,3,Available,None,79744,30-10-2024,October,109175,Ruth Wallace,252,2559,8,8188.8
Zudio,India,Delhi,Ahmedabad,Kids,Shoes,80,430337,Rented,29-01-2022,1100,Sarah Rose,M26,USS Ramirez FPO AP 50114,760.560.0132,9 AM - 8 PM,15,Not Available,Alarm,81341,22-10-2024,October,847916,Tyler Baldwin,339,596,7,1668.8
Zudio,India,Maharashtra,New Delhi,Men,T-shirts,35,422645,Rented,06-04-2020,1000,Jason Delacruz,M16,Unit 0677 Box 5515 DPO AE 48443,(533)121-9256x1736,11 AM - 8 PM,16,Not Available,"CCTV, Alarm",60820,07-11-2024,November,934394,Maurice Coleman,822,537,5,1074
Zudio,India,Delhi,Pondicherry,Men,Skirts,40,409205,Rented,06-07-2021,1300,Danielle Sloan,M13,"948 Albert Parks Suite 533 Lake Kevin, MA 13941",4013924384,11 AM - 8 PM,5,Available,CCTV,34762,19-11-2024,November,850282,Steven Long,255,526,8,1683.2
Zudio,India,West Bengal,Bhopal,Women,Sweaters,47,421724,Owned,25-06-2022,1100,Brian Reed,M41,"61050 Carter Springs East Michael, AR 91073",457-463-0365x56692,10 AM - 7 PM,3,Available,CCTV,29047,07-05-2024,May,628926,Natalie Morton,508,1087,1,434.8
Zudio,India,West Bengal,Kolkata,Women,Dresses,27,416943,Rented,09-01-2023,1100,Jose Romero,M92,"29561 Jonathan Mount Suite 048 West Edwardview, MT 45201",751-321-2134x78231,9 AM - 8 PM,13,Not Available,CCTV,44839,27-01-2024,January,672883,Todd Arnold,392,1005,4,1608
Zudio,India,Maharashtra,Visakhapatnam,Kids,Jeans,95,424831,Owned,19-08-2020,1400,Travis Clark,M6,"943 Pittman Prairie Lake Kenneth, UT 64191",+1-246-751-3111x89136,9 AM - 8 PM,12,Available,"CCTV, Alarm",65945,02-09-2024,September,215617,John Bailey,511,1487,5,2974
Zudio,India,Tamil Nadu,Lucknow,Men,Pants,100,413999,Owned,16-08-2020,1000,Andrew Brewer,M39,"41132 King Way Patrickmouth, OR 87625",001-690-382-4148x23433,9 AM - 8 PM,14,Available,CCTV,24915,08-10-2024,October,342895,Alexis Bauer,912,2064,5,4128
Zudio,India,Maharashtra,Varanasi,Kids,Shoes,62,429981,Owned,30-09-2020,1100,Brian Stewart,M1,"957 Erika Drives Frankborough, MS 85901",206.420.2005x983,10 AM - 7 PM,11,Available,"CCTV, Alarm",41292,24-01-2024,January,241641,Jason Munoz,737,1011,3,1213.2
Zudio,India,Karnataka,Varanasi,Men,Shirts,5,405210,Rented,30-01-2020,1400,Ruth Mcgee,M28,"017 Brian Stream Murphyton, ID 48854",001-374-456-4107x4985,10 AM - 9 PM,13,Available,None,70812,27-06-2024,June,663707,Jeffrey Grimes,694,1324,5,2648
Zudio,India,Karnataka,Chandigarh,Men,Tops,44,425296,Rented,22-05-2022,1300,Jacqueline Keller,M46,"8869 Nancy Viaduct Joneshaven, AZ 73175",(211)219-1640x06536,10 AM - 7 PM,13,Available,None,85009,03-11-2024,November,242059,Joshua Farmer,934,1655,8,5296
Zudio,India,Karnataka,Coimbatore,Women,Hoodies,91,413993,Rented,10-03-2023,1000,Jeffrey Fernandez,M30,"392 David Knolls Calebborough, NV 44494",918.935.3286x1402,9 AM - 8 PM,5,Not Available,None,97474,23-11-2024,November,272820,Donna Riggs,875,587,7,1643.6
Zudio,India,Delhi,Coimbatore,Women,Dresses,15,428136,Owned,13-12-2020,1300,Benjamin Gonzalez,M93,"469 Jeffrey Drive South Christophermouth, IA 30016",001-212-953-6599,10 AM - 7 PM,7,Not Available,"CCTV, Alarm",62634,22-09-2024,September,427281,Timothy Evans,722,953,5,1906
Zudio,India,Gujarat,Mysuru,Women,Dresses,53,427900,Rented,18-03-2021,1300,Thomas Thomas,M87,USNV Esparza FPO AP 31298,279-888-9446x49068,10 AM - 9 PM,5,Not Available,"CCTV, Alarm",38278,12-02-2024,February,414077,Shane Ayers,428,580,8,1856
Zudio,India,Maharashtra,Varanasi,Women,Dresses,62,421632,Rented,11-06-2023,1000,James Drake,M88,"45888 Mills Corner Port William, SD 23150",(962)468-3428,10 AM - 7 PM,16,Not Available,"CCTV, Alarm",34139,06-11-2024,November,585342,James Anthony,350,2549,1,1019.6
Zudio,India,Tamil Nadu,Varanasi,Women,Hoodies,25,420746,Rented,10-09-2023,1400,Karen Hunt,M9,"16681 Evans Keys Suite 459 Cobbview, CO 15901",099-133-0606x95757,9 AM - 8 PM,10,Not Available,Alarm,63321,23-11-2024,November,672271,Elaine Flores,752,690,1,276
Zudio,India,Gujarat,Indore,Women,Jackets,64,439245,Rented,30-06-2021,950,William Burton,M47,Unit 3825 Box 1200 DPO AA 12008,+1-666-761-4485x6471,10 AM - 7 PM,5,Not Available,CCTV,29604,03-12-2024,December,232793,Denise Thompson,957,580,7,1624
Zudio,India,Delhi,Chandigarh,Women,Tops,4,421531,Owned,22-07-2021,1000,Joseph Carey,M18,"916 Julie Knoll Suite 841 Oconnorland, OR 75800",+1-484-301-4111x471,10 AM - 7 PM,19,Available,Alarm,85611,22-06-2024,June,972208,Rachel Ortiz,299,1474,4,2358.4
Zudio,India,Tamil Nadu,Ahmedabad,Kids,Sweaters,21,421531,Rented,21-08-2024,1200,Jessica Oconnor,M100,"1970 Sabrina Cliffs Apt. 516 South Sarah, AR 15778",(078)845-2702x6896,10 AM - 9 PM,19,Available,CCTV,35545,11-08-2024,August,832387,Kristin Gonzalez,813,622,8,1990.4
Zudio,India,Karnataka,Bhopal,Women,Tops,54,422963,Owned,07-12-2023,1300,Megan Hicks,M29,"724 Harrison Plaza Andreaville, MT 83212",(962)169-0893x581,10 AM - 7 PM,5,Not Available,None,48632,15-05-2024,May,229464,Michael Gutierrez,296,527,6,1264.8
Zudio,India,Karnataka,Noida,Men,Jackets,83,427231,Owned,22-09-2022,800,Lindsay Diaz,M55,"481 Elizabeth Loaf Nashland, DC 08577",001-320-934-6010x47444,9 AM - 8 PM,16,Available,CCTV,88663,31-03-2024,March,125875,Lori Hampton,411,2954,8,9452.8
Zudio,India,Delhi,Pune,Kids,Shoes,84,439380,Rented,22-07-2024,1200,Patricia Fernandez,M21,"605 Mark Plaza Andrewshaven, AZ 65087",001-816-583-4068,9 AM - 8 PM,17,Available,"CCTV, Alarm",38952,15-11-2024,November,144635,Sarah Turner,428,2502,4,4003.2
Zudio,India,Uttar Pradesh,Meerut,Kids,Hoodies,49,425923,Rented,28-10-2022,1200,Elizabeth Smith,M10,"8416 Gates Views Suite 696 New Jennifer, NV 81500",001-337-239-2064,11 AM - 8 PM,4,Not Available,CCTV,16378,27-08-2024,August,785449,John Hoffman,696,1164,2,931.2
